faiss_id,spotify_id,track_name,artist
303,6W9AidO3ysvNIgHpwU1yxU,Burden Of Dreams,['Post Moves']
304,0EAuF2u0SeQ2qIv7ICtowI,Madness Is A Fully Instrumented Score,['Post Moves']
305,55CNy4s3qFdPlrqSN2Il2J,The Ladder'S Shadow,"['Post Moves', 'The Sound Memory Ensemble']"
306,1WiTbWlqvLukz32DVE6jmS,Going Right To The Praying Mantis,['Post Moves']
307,3fEZOf8MZngD5jK16SXl99,Evidence,['Post Moves']
308,6Gh9tPzlFfIak23cZUkBwp,Electric Pasture,"['Post Moves', 'The Sound Memory Ensemble', 'John Dieterich']"
309,2U8XJeIDG4LdssbhSdOY9q,Always For Pleasure,['Post Moves']
310,5NZsQAtIfrIC9V4WWm9She,Lorraine'S,"['Post Moves', 'The Sound Memory Ensemble', 'Kyle Field']"
311,0GKLutd74oTVn8GfbzGyIU,Del Mero Corazón,['Post Moves']
312,1pczYeVTYku8ndNcdQ2XQi,"That'S The Boss, Not Some Human!",['Post Moves']
313,07gF0u8GftqGLtM7IYBrLc,The Suicide Tree,"['Post Moves', 'The Sound Memory Ensemble']"
314,6kMn7QR0Auhr0bRtLt5Eyz,Willka & Phaxsi,['Post Moves']
315,6gE6YCAfA2wf1aOXo8oLM1,Grief Fields,"['Post Moves', 'The Sound Memory Ensemble']"
316,4zs6uD9NM70Y4tBbl0RpJ1,See Seven Cities,['Post Moves']
317,0jlephCe3ok4tNpCNGlX1U,Desert Glyph Coffee Mug,['Post Moves']
318,2pmxdTpsVXo5OriiiDag24,A Arte Da Guerra,"['Rafael Sal', 'Deco Rappista']"
319,7hw9rdr1ZHBoXiiUhI9dnD,Obrigado Senhor,['Rafael Sal']
320,35wYvBwT2POyYHlZvQdP7h,Intro,['Rafael Sal']
321,3R9xSuyFNvtVwmGfQ4U4qX,Amor De Pai,['Rafael Sal']
322,0t9pWXcst0NhBv0pP9aGvf,Recado Às Nações,['Rafael Sal']
323,6o0phkAotVhT3kasiWTO05,Alma De Um Guerreiro,['Rafael Sal']
324,7DOngIzgpOsOCxhVRkw8zC,Don'T Ever Grow Old,['Sam Corbin']
